filename,text
15
101; 
16
(C) include a publicly available, fully func-
17
tional test version for development purposes; 
18
and 
19
(D) be of similar quality to mechanisms 
20
used internally by the covered entity. 
21
(c) REQUIREMENTS FOR ACCESS TO AN APPLICATION 
22
PROGRAMMING INTERFACE.— 
23
(1) ACCESS.—Except as provided in paragraph 
24
(2)(A), a covered entity shall provide access to the 
25
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00037
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
38 
•HR 2701 IH
application programming interface or similar mecha-
1
nism required by subsection (b)(1)(B) upon the re-
2
quest of another covered entity if the requesting cov-
3
ered entity has self-certified, using the procedures 
4
established by the Director under paragraph (3)(A), 
5
that such requesting covered entity— 
6
(A) is a covered entity; 
7
(B) can have personal information dis-
8
closed to it under section 204; 
9
(C) is, at the time of the self-certification, 
10
in compliance with all applicable requirements 
11
of this Act (including provisions a small busi-
12
ness is otherwise exempt from complying with); 
13
(D) will continue to comply with all re-
14
quirements of this Act; and 
15
(E) will only use such application program-
16
ming interface or similar mechanism at the ex-
17
press request of an individual. 
18
(2) DENIAL OF ACCESS.— 
19
(A) IN GENERAL.—A covered entity may 
20
deny access to the application programming 
21
interface or similar mechanism required by sub-
22
section (b)(1)(B) if such covered entity has an 
23
objective, reasonable belief that the requesting 
24
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00038
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
39 
•HR 2701 IH
covered entity has failed to meet the require-
1
ments for self-certification under paragraph (1). 
2
(B) REVIEW.—In accordance with the pro-
3
cedures established under paragraph (3)(B), a 
4
covered entity the request of which is denied 
5
under subparagraph (A) may petition the Di-
6
rector for review of the denial. If the Director 
7
finds that such denial is unreasonable, the Di-
8
rector shall impose a penalty, to be established 
9
in such procedures, on the covered entity that 
10
denied the request. 
11
(3) 
CERTIFICATION
AND
REVIEW
PROCE-
12
DURES.—The Director shall establish— 
13
(A) procedures for a covered entity to self- 
14
certify under paragraph (1); and 
15
(B) procedures for the review of petitions 
16
under paragraph (2)(B), including penalties for 
17
unreasonable denials. 
18
(d) SMALL BUSINESSES EXCLUDED.—This section 
19
does not apply to a small business. 
20
(e) PORTABLE CATEGORY DEFINED.—In this sec-
21
tion, the term ‘‘portable category’’ means a category of 
22
products and services established by the Director under 
23
subsection (a)(1)(A)— 
24
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00039
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
40 
•HR 2701 IH
(1) for which the sum obtained by adding the 
1
number of users or estimated users of each product 
2
or service in such category is greater than 
3
10,000,000; and 
4
(2) that— 
5
(A) 
has 
an 
estimated 
Herfindahl- 
6
Hirschman Index of 2,000 or greater; 
7
(B) has 3 or fewer covered entities offering 
8
products and services in such category; or 
9
(C) the Director otherwise determines that 
10
a category would benefit from encouraging in-
11
creased competition. 
12
SEC. 105. RIGHT TO HUMAN REVIEW OF AUTOMATED DECI-
13
SIONS. 
14
For any decision by a covered entity based solely on 
15
automated processing of personal information of an indi-
16
vidual, if such processing materially increases reasonably 
17
foreseeable significant privacy harms for such individual, 
18
such covered entity shall— 
19
(1) inform such individual of what personal in-
20
formation is being or may be used for such decision; 
21
(2) make available a reasonable mechanism by 
22
which such individual may request human review of 
23
such decision, upon request or in a publicly acces-
24
sible location; and 
25
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00040
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
41 
•HR 2701 IH
(3) if such individual requests such a review, 
1
conduct such review within a reasonable amount of 
2
time after such request. 
3
SEC. 106. RIGHT TO INDIVIDUAL AUTONOMY. 
4
(a) IN GENERAL.—A covered entity shall not collect, 
5
process, maintain, or disclose an individual’s personal in-
6
formation to— 
7
(1) create, improve upon, or maintain; 
8
(2) process with; or 
9
(3) otherwise link an individual with; 
10
an algorithm, model, or other means designed for behav-
11
ioral personalization, without the affirmative express con-
12
sent of that individual. 
13
(b) CONSENT.—A covered entity must obtain express 
14
affirmative consent from an individual before it may pro-
15
vide a behaviorally personalized version of a product or 
16
service, and not less than every calendar year thereafter. 
17
Where consent is denied, a covered entity must provide 
18
the product or service without behavioral personalization. 
19
(c) EXCEPTIONS TO PROVIDING PRODUCT OR SERV-
20
ICE.— 
21
(1) Where the offering of a substantially similar 
22
product or service without behavioral personalization 
23
is infeasible, a covered entity shall provide, to the 
24
greatest extent feasible, a core aspect or part of the 
25
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00041
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
42 
•HR 2701 IH
product or service that can be offered without behav-
1
ioral personalization. 
2
(2) Where no core aspect or part of the product 
3
or service can function in a substantially similar 
4
function without behavioral personalization, a cov-
5
ered entity may deny providing an individual use of 
6
such product or service if such individual does not 
7
consent to behavioral personalization as required in 
8
subsection (a). 
9
(d) EXCEPTION TO BEHAVIORAL PROCESSING.—Not-
10
withstanding subsections (a) and (b), a covered entity may 
11
process personal information to create or operate behav-
12
ioral personalization algorithms, models, or other mecha-
13
nisms for the purpose of increasing the usability of the 
14
product or service provided by a covered entity that— 
15
(1) are built using aggregated personal infor-
16
mation that is representative of all the personal in-
17
formation the covered entity maintains; and 
18
(2) have an output that is both uniform across 
19
the individuals that use the product or service and 
20
independent of a specific individual’s inherent or be-
21
havioral characteristics. 
22
(e) USABILITY.—The term ‘‘usability’’ as used in 
23
subsection (d) does not include optimizations or other al-
24
terations to the product or service that are made with the 
25
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00042
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
43 
•HR 2701 IH
primary purpose of increasing the amount of time an indi-
1
vidual engages with or uses the product or service, unless 
2
such increase benefits the individual. 
3
(f) SMALL BUSINESSES EXCLUDED.—This section 
4
does not apply to a small business. 
5
SEC. 107. RIGHT TO BE INFORMED. 
6
A covered entity that collects personal information of 
7
an individual with whom such covered entity does not have 
8
an existing relationship (as of the time of the collecting), 
9
if such personal information includes contact information, 
10
shall notify such individual within 30 days, in writing if 
11
possible and at no charge to the individual, that such cov-
12
ered entity has collected the personal information of such 
13
individual. 
14
SEC. 108. RIGHT TO IMPERMANENCE. 
15
(a) LIMITATION ON MAINTAINING OF PERSONAL IN-
16
FORMATION.—A covered entity shall not maintain per-
17
sonal information for more time than expressly consented 
18
to by an individual whose personal information is being 
19
maintained. 
20
(b) CONSENT.—A covered entity must obtain express 
21
affirmative consent from an individual before maintaining 
22
the personal information of such individual for any dura-
23
tion. Such consent may be obtained for categories of per-
24
sonal information and shall give an individual options to 
25
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00043
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
44 
•HR 2701 IH
affirmatively choose granting a covered entity consent for 
1
various durations, at least including— 
2
(1) for no longer than needed to complete the 
3
specific request or transaction (including a reason-
4
able estimate of such duration by the covered enti-
5
ty); 
6
(2) until consent is revoked; and 
7
(3) one or more additional durations based on 
8
reasonable expectations and norms for maintaining 
9
the category of personal information. 
10
(c) EXCEPTION FOR IMPLIED CONSENT.—Where the 
11
long-term maintaining of personal information is, on its 
12
face, obvious and a core feature of the product or service 
13
at the request of the individual, and the personal informa-
14
tion is maintained only to provide such product or service, 
15
subsections (a) and (b) shall not apply. 
16
SEC. 109. EXEMPTIONS, EXCEPTIONS, FEES, TIMELINES, 
17
AND RULES OF CONSTRUCTION FOR RIGHTS 
18
UNDER THIS TITLE. 
19
(a) EXEMPTIONS FOR PERSONAL INFORMATION FOR 
20
PARTICULAR PURPOSES.— 
21
(1) IN
GENERAL.—This title does not apply 
22
with respect to personal information that is col-
23
lected, processed, maintained, or disclosed for any of 
24
the following purposes (or a combination of such 
25
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00044
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
45 
•HR 2701 IH
purposes), where a covered entity has technical safe-
1
guards and business processes that limit collecting, 
2
processing, maintaining, or disclosing of such per-
3
sonal information to the following purposes: 
4
(A) Detecting, responding to, or preventing 
5
security incidents or threats. 
6
(B) Protecting against malicious, decep-
7
tive, fraudulent, or illegal activity. 
8
(C) A good faith response to, or compli-
9
ance with, a valid subpoena, court order, or 
10
warrant (including a subpoena and court order 
11
obtained by an entity that is not a government 
12
entity) or otherwise providing information as 
13
required by law. 
14
(D) Protecting a legally recognized privi-
15
lege or other legal right. 
16
(E) Protecting public safety. 
17
(F) Collecting, processing, or maintaining 
18
by an employer pursuant to an employer-em-
19
ployee relationship of records about employees 
20
or employment status, except— 
21
(i) where the information would not 
22
be reasonably expected to be collected in 
23
the context of an employee’s regular du-
24
ties; or 
25
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00045
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
46 
•HR 2701 IH
(ii) was disclosed to the employer by 
1
a third party. 
2
(G) Preventing prospective abuses of a 
3
service by an individual whose account has been 
4
previously terminated. 
5
(H) Routing a communication through a 
6
communications network or resolving the loca-
7
tion of a host or client on a communications 
8
network. 
9
(I) Providing transparency in advertising 
10
or origination of user-generated content. 
11
(2) RE-IDENTIFICATION.—Where compliance 
12
with this title would require the re-identification of 
13
de-identified personal information, and the covered 
14
entity does not already maintain the information 
15
necessary for such re-identification, the covered enti-
16
ty shall be exempt from such compliance, except for 
17
requirements under section 106. 
18
(3) DISCLOSING.—A covered entity relying on 
19
an exemption under paragraph (1) with respect to 
20
personal information shall disclose in the privacy 
21
policy maintained by such entity under section 
22
211— 
23
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00046
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
47 
•HR 2701 IH
(A) the reason for which such information 
1
is collected, processed, maintained, or disclosed; 
2
and 
3
(B) a description of the rights provided by 
4
this title that are not available with respect to 
5
such personal information by reason of such ex-
6
emption. 
7
(b) EXCEPTIONS FOR PARTICULAR REQUESTS.— 
8
(1) IN GENERAL.—A covered entity may deny 
9
the request of an individual under this title if— 
10
(A) such covered entity cannot confirm the 
11
identity of such individual; 
12
(B) such covered entity determines that 
13
granting the request of such individual would 
14
create a legitimate risk to the privacy, security, 
15
safety, or other rights of another individual; 
16
(C) such covered entity determines that 
17
granting the request of such individual would 
18
create a legitimate risk to free expression; or 
19
(D) the personal information requested to 
20
be corrected under section 102 or deleted under 
21
section 103— 
22
(i) is necessary to the completion of a 
23
transaction initiated before such request 
24
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00047
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
48 
•HR 2701 IH
was made or the performance of a contract 
1
entered into before such request was made; 
2
(ii) was collected specifically for the 
3
completion of such transaction or the per-
4
formance of such contract; and 
5
(iii) would undermine the integrity of 
6
a legally significant transaction. 
7
(2) LIMITATIONS
ON
REQUESTS
FOR
ADDI-
8
TIONAL
INFORMATION
TO
CONFIRM
IDENTITY.—A 
9
covered entity may not deny a request of an indi-
10
vidual under paragraph (1)(A) on the basis of the 
11
refusal of such individual to provide additional per-
12
sonal information to such covered entity to confirm 
13
the identity of such individual— 
14
(A) if the identity of such individual can 
15
reasonably be confirmed using personal infor-
16
mation of such individual that such covered en-
17
tity (as of the time of the request) already 
18
maintains; or 
19
(B) if such individual has an existing rela-
20
tionship (as of the time of the request) with 
21
such covered entity, such individual has con-
22
firmed the identity of such individual to such 
23
covered entity in the same manner as for other 
24
transactions of a similar sensitivity. 
25
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00048
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
49 
•HR 2701 IH
(c) EXEMPTION
FOR SERVICE PROVIDERS.—This 
1
title does not apply to a service provider. 
2
(d) EXEMPTION
FOR PRIVACY-PRESERVING COM-
3
PUTING.—Except for sections 101, 105, and 106, this title 
4
does not apply to personal information secured using pri-
5
vacy-preserving computing. 
6
(e) TIMELINE FOR COMPLYING WITH A REQUEST.— 
7
Without undue delay but not longer than 30 days after 
8
the request, a covered entity that receives a request under 
9
this title must— 
10
(1) comply with such request; or 
11
(2) inform such individual of the reason for de-
12
nying such request, as allowed under subsection (a) 
13
or (b). 
14
(f) FEES PROHIBITED.— 
15
(1) IN GENERAL.—Except as provided in para-
16
graph (2), a covered entity may not charge a fee to 
17
an individual for a request made under this title. 
18
(2) UNFOUNDED OR EXCESSIVE REQUESTS.—If 
19
a request under this title is unfounded or excessive, 
20
a covered entity may charge a reasonable fee that 
21
reflects the estimated administrative costs of com-
22
plying with such request. 
23
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00049
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
50 
•HR 2701 IH
(3) AGENCY NOTICE.—If a covered entity plans 
1
to charge a fee under paragraph (2), it must notify 
2
the Agency at least 7 days before charging such fee. 
3
(4) AGENCY REVIEW.—The Director may reject 
4
any fee that a covered entity plans to charge for a 
5
request made under this title if the Agency finds— 
6
(A) such fee to be unreasonable relative to 
7
reasonable administrative costs of complying 
8
with a request under this title; or 
9
(B) such request is not unfounded or ex-
10
cessive. 
11
(g) RULES OF CONSTRUCTION.—Nothing in this title 
12
shall be construed to require a covered entity to— 
13
(1) take an action that would convert informa-
14
tion that is not personal information into personal 
15
information; 
16
(2) collect or maintain personal information or 
17
contents of communication that the covered entity 
18
would otherwise not maintain (including record of an 
19
individual exercising rights under this title); or 
20
(3) maintain personal information or contents 
21
of communication longer than the covered entity 
22
would otherwise maintain such personal information. 
23
(h) REGULATIONS.—The Director shall promulgate 
24
regulations to implement this section. 
25
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00050
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
51 
•HR 2701 IH
TITLE II—REQUIREMENTS FOR 
1
COVERED ENTITIES, SERVICE 
2
PROVIDERS, AND THIRD PAR-
3
TIES 
4
SEC. 201. MINIMIZATION. 
5
(a) ARTICULATED BASIS.—A covered entity shall 
6
have a reasonable, articulated basis for collecting, proc-
7
essing, maintaining, and disclosing of personal informa-
8
tion that takes into account the reasonable business needs 
9
of the covered entity and minimum amount of personal 
10
information necessary for providing the service, balanced 
11
with the intrusion on the privacy of, potential privacy 
12
harms to, and reasonable expectations of individuals to 
13
whom the personal information relates. 
14
(b) MINIMIZATION
OF COLLECTING, PROCESSING, 
15
MAINTAINING, AND DISCLOSING.— 
16
(1) COLLECTING.—A covered entity may not 
17
collect more personal information than is reasonably 
18
needed to provide a product or service that an indi-
19
vidual has requested. 
20
(2) PROCESSING.—A covered entity may not 
21
process personal information for a purpose other 
22
than the purpose for which such information was 
23
originally collected from the individual or in the case 
24
of a service provider, a purpose other than that 
25
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00051
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
52 
•HR 2701 IH
which is in accordance with the directions of a cov-
1
ered entity. 
2
(3) MAINTAINING.—A covered entity may not 
3
maintain personal information once such information 
4
is no longer needed for the purpose for which such 
5
information was originally collected from the indi-
6
vidual or in the case of a service provider, a purpose 
7
other than that which is in accordance with the di-
8
rections of a covered entity. 
9
(4) DISCLOSING.—A covered entity may not 
10
disclose personal information for a purpose other 
11
than the purpose for which such information was 
12
originally collected from the individual or in the case 
13
of a service provider, a purpose other than that 
14
which is in accordance with the directions of a cov-
15
ered entity. 
16
(c) ANCILLARY COLLECTING, PROCESSING, MAIN-
17
TAINING, AND DISCLOSING.—Notwithstanding subsection 
18
(b), a covered entity may collect, process, disclose, or 
19
maintain personal information beyond limitations under 
20
subsection (b) only if such covered entity complies with 
21
this subsection. 
22
(1) NO
NOTICE
OR
CONSENT
REQUIRED.—A 
23
covered entity may collect, process, or maintain per-
24
sonal information without additional notice or con-
25
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00052
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
53 
•HR 2701 IH
sent if the purpose for such collecting, processing, or 
1
maintaining is substantially similar to the type of 
2
personal information and purpose for which such 
3
personal information was originally collected and 
4
such ancillary collecting, processing, or maintaining 
5
will not result in additional or increased privacy 
6
harms. 
7
(2) NOTICE REQUIRED.—A covered entity shall 
8
provide notice of ancillary collecting, processing, 
9
maintaining, or disclosing of personal information in 
10
the case of one, but not more than one, of the fol-
11
lowing instances: 
12
(A) Such ancillary collecting, processing, 
13
maintaining, or disclosing may result in addi-
14
tional or increased privacy harms (but not in-
15
creased significant privacy harms), and is sub-
16
stantially similar to the purpose for which such 
17
personal information was originally collected. 
18
(B) Such ancillary collecting, processing, 
19
maintaining, or disclosing is not substantially 
20
similar to the purpose for which such personal 
21
information was originally collected, but will not 
22
result in additional or increased privacy harms. 
23
(C) Such ancillary collecting, processing, 
24
maintaining, or disclosing may result in addi-
25
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00053
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
54 
•HR 2701 IH
tional or increased privacy harms (but not in-
1
creased significant privacy harms) and the pur-
2
pose is not substantially similar to the purpose 
3
for which such personal information was origi-
4
nally collected, so long as the personal informa-
5
tion is secured using privacy-preserving com-
6
puting. 
7
(3) NOTICE
AND
CONSENT
REQUIRED.—For 
8
scenarios not covered under paragraph (1) or (2), 
9
and notwithstanding sections 208(b)(2) and (3), a 
10
covered entity shall provide notice of and obtain con-
11
sent for ancillary collecting, processing, maintaining, 
12
or disclosing of personal information. 
13
(d) SUBSTITUTION.—In cases in which personal in-
14
formation can be replaced with artificial personal informa-
15
tion, personal information that has been de-identified, or 
16
the random personal information of one or more individ-
17
uals without substantially reducing the utility of the data 
18
or requiring an unreasonable amount of effort, such a re-
19
placement shall take place. 
20
SEC. 202. MINIMIZATION AND RECORDS OF ACCESS BY EM-
21
PLOYEES AND CONTRACTORS. 
22
(a) MINIMIZATION.—A covered entity shall restrict 
23
access to personal information and contents of commu-
24
nications by the employees or contractors of such covered 
25
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00054
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
55 
•HR 2701 IH
entity based on an articulated balance between the poten-
1
tial for privacy harm, reasonable expectations of individ-
2
uals to whom the personal information relates, and reason-
3
able business needs. 
4
(b) RECORDS OF ACCESS.— 
5
(1) IN GENERAL.—A covered entity shall main-
6
tain records identifying each instance in which an 
7
employee or a contractor of such covered entity ac-
8
cesses personal information or contents of commu-
9
nications if disclosing such personal information or 
10
contents of communication, or a data breach or 
11
data-sharing abuse involving such personal informa-
12
tion or contents of communication, may foreseeably 
13
result in increased privacy harms. 
14
(2) INFORMATION REQUIRED.—The records re-
15
quired by paragraph (1) shall include the following: 
16
(A) A unique identifier for the employee or 
17
contractor accessing personal information or 
18
contents of communications. 
19
(B) The date and time of access. 
20
(C) The fields of information accessed. 
21
(D) The individuals whose personal infor-
22
mation was accessed or the contents of whose 
23
communications were accessed. 
24
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00055
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
56 
•HR 2701 IH
(3) SMALL BUSINESSES EXCLUDED.—This sub-
1
section does not apply to a small business. 
2
SEC. 203. PROHIBITIONS ON DISCLOSING OF PERSONAL IN-
3
FORMATION. 
4
(a) CONSENT FOR DISCLOSING REQUIRED.— 
5
(1) IN GENERAL.—A covered entity may not in-
6
tentionally disclose personal information unless the 
7
covered entity obtains consent of the individual 
8
whose personal information is being disclosed for 
9
each category of third party to which such personal 
10
information will be disclosed. Such covered entity 
11
must also provide such individual with notice of— 
12
(A) each category of third party; 
13
(B) the personal information to be dis-
14
closed; and 
15
(C) a concise and clear description of the 
16
business or commercial purpose for disclosing 
17
such personal information. 
18
(2) ADDITIONAL REQUIREMENTS FOR SALE OF 
19
PERSONAL INFORMATION.— 
20
(A) IN GENERAL.—A covered entity may 
21
not intentionally sell personal information un-
22
less the covered entity— 
23
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00056
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
57 
•HR 2701 IH
(i) obtains the consent required by 
1
paragraph (1) for disclosing such personal 
2
information; and 
3
(ii) provides the individual to whom 
4
such personal information relates with the 
5
identity of the specific third party to which 
6
such personal information will be disclosed. 
7
(B) 
DISCLOSING
SERVICES.—Subpara-
8
graph (A) shall not apply to a covered entity in 
9
a case in which an individual is directing the 
10
covered entity to disclose the personal informa-
11
tion of such individual for the sole purpose of 
12
procuring goods or services, or offers for goods 
13
or services, for such individual, if there is a rea-
14
sonable mechanism for the individual to with-
15
draw consent. 
16
(3) REQUIREMENT TO INCLUDE ORIGINAL PUR-
17
POSE OF COLLECTING.—A covered entity may not 
18
intentionally disclose personal information without 
19
including the purpose for which the personal infor-
20
mation was originally collected. 
21
(4) 
EXCEPTION
FOR
PRIVACY-PRESERVING 
22
COMPUTING.—Notwithstanding paragraph (1), con-
23
sent is not required for disclosing (not including sell-
24
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00057
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
58 
•HR 2701 IH
ing) personal information secured using privacy-pre-
1
serving computing. 
2
(5) EXCEPTION FOR DE-IDENTIFIED PERSONAL 
3
INFORMATION.—Notwithstanding 
paragraph 
(1), 
4
consent is not required for disclosing (not including 
5
selling) de-identified personal information where the 
6
disclosed personal information is limited to the nar-
7
rowest possible scope likely to yield the intended 
8
benefit and contractual obligations are in place that 
9
prohibit— 
10
(A) re-identification of the disclosed per-
11
sonal information; and 
12
(B) the processing of additional personal 
13
information in combination with the disclosed 
14
personal information that would allow for the 
15
re-identification of the disclosed personal infor-
16
mation. 
17
(b) DISCLOSING FOR ADVERTISING OR MARKETING 
18
PURPOSES.— 
19
(1) IN GENERAL.—A covered entity may not in-
20
tentionally disclose for advertising or marketing pur-
21
poses a unique identifier or any other personal infor-
22
mation that would allow information disclosed to be 
23
linked to information relating to the same individual 
24
or device disclosed in the past. 
25
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00058
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
59 
•HR 2701 IH
(2) TREATMENT OF CERTAIN TYPES OF INFOR-
1
MATION.—Disclosing personal information or con-
2
tents of communication for advertising or marketing 
3
purposes may not be treated as violating paragraph 
4
(1) by reason of including any or all of the following: 
5
(A) Internet Protocol addresses truncated 
6
to no more than the first 24 bits for Internet 
7
Protocol version 4 and the first 48 bits for 
8
Internet Protocol version 6, or for a successor 
9
protocol truncated to limit the precision of the 
10
identifier to a network address of the internet 
11
access provider. 
12
(B) Geolocation information truncated to 
13
allow no more than the equivalent of two dec-
14
imal degrees of precision at the equator or 
15
prime meridian, or an equivalent precision in 
16
another geolocation standard. 
17
(C) A general description of a device, 
18
browser, or operating system, or any combina-
19
tion thereof. 
20
(D) An identifier that is unique to a disclo-
21
sure. 
22
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00059
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
60 
•HR 2701 IH
SEC. 204. DISCLOSING TO ENTITIES NOT SUBJECT TO 
1
UNITED STATES JURISDICTION OR NOT COM-
2
PLIANT WITH THIS ACT. 
3
(a) PROHIBITION.—A covered entity may not inten-
4
tionally disclose personal information to any entity that— 
5
(1) is not subject to the jurisdiction of the 
6
United States; or 
7
(2) is not in compliance with all requirements 
8
of this Act. 
9
(b) EXCEPTION.—Notwithstanding subsection (a), a 
10
covered entity may disclose personal information where 
11
that personal information is limited to an identifier cre-
12
ated primarily for the purpose of sending or receiving elec-
13
tronic communications and the sole purpose of disclosing 
14
is to send or receive an electronic communication at the 
15
request of the individual whose personal information is 
16
being disclosed. 
17
(c) SAFE HARBORS
FOR DISCLOSING.—Notwith-
18
standing subsection (a), a covered entity may disclose per-
19
sonal information to another covered entity (the receiving 
20
covered entity) that is not subject to the jurisdiction of 
21
the United States if either— 
22
(1) the receiving covered entity has entered into 
23
an agreement, as described in subsection (e), with 
24
the Agency, and— 
25
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00060
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
61 
•HR 2701 IH
(A) the covered entity has a reasonable be-
1
lief that the receiving covered entity is suffi-
2
ciently solvent to compensate victims or pay 
3
fines for violations of this Act; 
4
(B) a contract between the covered entity 
5
and receiving covered entity requires that the 
6
receiving covered entity complies with this Act, 
7
and the covered entity has reason to believe the 
8
receiving covered entity is compliant with this 
9
Act; and 
10
(C) a contract between the covered entity 
11
and the receiving covered entity prohibits the 
12
receiving covered entity from using the dis-
13
closed personal information for any purpose 
14
other than provided in the contract; or 
15
(2) the covered entity has— 
16
(A) entered into an agreement with the re-
17
ceiving covered entity that— 
18
(i) requires the receiving covered enti-
19
ty to comply with this Act; 
20
(ii) prohibits the receiving covered en-
21
tity from using the disclosed personal in-
22
formation for any purpose other than pro-
23
vided in the contract; 
24
VerDate Sep 11 2014 
02:53 Apr 27, 2023
Jkt 039200
PO 00000
Frm 00061
Fmt 6652
Sfmt 6201
E:\BILLS\H2701.IH
H2701
pbinns on DSKJLVW7X2PROD with $$_JOB
62 
•HR 2701 IH
(iii) requires the receiving covered en-
1
tity to indemnify the covered entity against 
2
violations of this Act committed by the re-
3
ceiving covered entity for any amount the 
4
covered entity is unable to pay of a judg-
5
ment for such violation; 
6
(iv) grants the covered entity the au-
7
thority to audit, including physical access 
8
to electronic devices and data, the receiving 
9
covered entity’s compliance with this Act 
10
and the contract; and 
11
(v) requires the receiving covered enti-
12
ty to assist the covered entity in respond-
13
ing to and complying with any court or-
14
ders, Agency orders, or the exercising of 
15
an individual’s rights under this Act; 
16
(B) actual knowledge that the receiving 
17
